Portfolio,Department/Agency,Outcome,Program,Expense type,Appropriation type,Description,2013-14,2014-15,2015-16,2016-17,2017-18,Source document,Source table,URL
"Beskæftigelsesministeriet","Fællesudgifter","Centralstyrelsen","Reserver og budgetregulering",Expense type,Appropriation type,"Omdisponeringsreserve, lønninger",0,13300,4600,4200,3900,<a href="javascript:visAnm('153171179')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Fællesudgifter","Centralstyrelsen","Reserver og budgetregulering",Expense type,Appropriation type,"Omdisponeringsreserve, øvrige udgifter",0,0,9000,8100,7700,<a href="javascript:visAnm('153171179')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Fællesudgifter","Centralstyrelsen","Reserver og budgetregulering",Expense type,Appropriation type,"Tilbageførsel fra Ststens IT",0,73300,0,0,0,<a href="javascript:visAnm('153171179')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Fællesudgifter","Øvrige fællesudgifter","Arbejdsretten",Expense type,Appropriation type,"Almindelig virksomhed",6100,6100,6200,6200,6100,<a href="javascript:visAnm('153171911')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Fællesudgifter","Øvrige fællesudgifter","Forligsinstitutionen",Expense type,Appropriation type,"Almindelig virksomhed",7100,7200,7300,7300,7200,<a href="javascript:visAnm('153171921')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Fællesudgifter","Øvrige fællesudgifter","Reserver og budgetregulering",Expense type,Appropriation type,"Budgetregulering vedr. beskæftigelsesreform",0,0,277900,326400,285000,<a href="javascript:visAnm('153171976')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Fællesudgifter","Øvrige fællesudgifter","Reserver vedrørende indkomstoverførsler",Expense type,Appropriation type,"Reserve vedrørende øvrige indkomstoverførsler",0,222000,0,0,0,<a href="javascript:visAnm('153171978')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Fællesudgifter","Øvrige fællesudgifter","Reserver vedrørende indkomstoverførsler",Expense type,Appropriation type,"Reserve vedrørende budgetgaranti",0,0,696900,1079600,1049100,<a href="javascript:visAnm('153171978')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Fællesudgifter","Øvrige fællesudgifter","Reserver vedrørende indkomstoverførsler",Expense type,Appropriation type,"Reserve vedrørende beskæftigelsestilskud",0,373900,0,0,0,<a href="javascript:visAnm('153171978')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Fællesudgifter","Øvrige fællesudgifter","Reserver og budgetregulering",Expense type,Appropriation type,"Kommunalt lov- og cirkulæreprogram",0,189200,0,0,0,<a href="javascript:visAnm('153171979')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Fællesudgifter","Øvrige fællesudgifter","Reserver og budgetregulering",Expense type,Appropriation type,"Reserve til reform af sygedagpengeområdet",0,18000,0,0,0,<a href="javascript:visAnm('153171979')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Fællesudgifter","Øvrige fællesudgifter","Reserver og budgetregulering",Expense type,Appropriation type,"Budgetregulering udsatte grupper",0,0,0,18600,18600,<a href="javascript:visAnm('153171979')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Fællesudgifter","Øvrige fællesudgifter","Reserver og budgetregulering",Expense type,Appropriation type,"Omprioriteringer af satspuljebevillinger",0,100,0,0,0,<a href="javascript:visAnm('153171979')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsmiljø","Arbejdstilsynet",Expense type,Appropriation type,"Almindelig virksomhed",398800,388000,399900,389400,378100,<a href="javascript:visAnm('153172101')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsmiljø","Nationale Forskningscenter for Arbejdsmiljø",Expense type,Appropriation type,"Almindelig virksomhed",65400,64300,62700,61100,55400,<a href="javascript:visAnm('153172102')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsmiljø","Nationale Forskningscenter for Arbejdsmiljø",Expense type,Appropriation type,"Reduktion af fravær fra arbejde",5000,5100,5200,5200,5200,<a href="javascript:visAnm('153172102')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsmiljø","Nationale Forskningscenter for Arbejdsmiljø",Expense type,Appropriation type,"Social- og sundhedshjælpernes arbejdsmiljø",4000,4000,4000,4000,4000,<a href="javascript:visAnm('153172102')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsmiljø","Nationale Forskningscenter for Arbejdsmiljø",Expense type,Appropriation type,"Øget arbejdsevne for udsatte grupper",5000,10000,8100,0,0,<a href="javascript:visAnm('153172102')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsmiljø","Styrket indsats i Videncenter",Expense type,Appropriation type,"Drift af Videncenter for Arbejdsmiljø",27800,28000,28300,0,0,<a href="javascript:visAnm('153172103')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsmiljø","Forskning og forsøg på arbejdsmiljøområdet",Expense type,Appropriation type,"Forsøgs- og udredningsvirksomhed",1100,9000,9100,9200,9200,<a href="javascript:visAnm('153172105')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsmiljø","Forskning og forsøg på arbejdsmiljøområdet",Expense type,Appropriation type,"Forebyggelse af vold i arbejdsmiljøet",4300,3000,3000,3000,3000,<a href="javascript:visAnm('153172105')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsmiljø","Forskning og forsøg på arbejdsmiljøområdet",Expense type,Appropriation type,"Forebyggelse og håndtering af voksenmobning",1400,1400,1400,0,0,<a href="javascript:visAnm('153172105')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsmiljø","Forskning og forsøg på arbejdsmiljøområdet",Expense type,Appropriation type,"Arbejdsmiljøuddannelse for udviklingshæmmede",3500,0,0,0,0,<a href="javascript:visAnm('153172105')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsmiljø","Forskning og forsøg på arbejdsmiljøområdet",Expense type,Appropriation type,"Informationsindsats, den danske model",0,0,3000,0,0,<a href="javascript:visAnm('153172105')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsmiljø","Arbejdsmiljøforskningsfond",Expense type,Appropriation type,"Arbejdsmiljøforskningsfond",55200,54500,55000,55000,55000,<a href="javascript:visAnm('153172108')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsmiljø","Tilskud vedrørende arbejdsmiljø",Expense type,Appropriation type,"Honorarer til læger",700,2900,2200,2200,2200,<a href="javascript:visAnm('153172113')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsmiljø","Arbejdsmiljøindsats",Expense type,Appropriation type,"Statens andel af bidraget til arb.mark. par.",5600,4100,3100,3100,3100,<a href="javascript:visAnm('153172122')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsmiljø","Arbejdsmiljøindsats",Expense type,Appropriation type,"Bidrag fastsat af beskæftigelsesministeren",1400,1400,1400,1400,1400,<a href="javascript:visAnm('153172122')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsmiljø","Arbejdsmiljø i Grønland",Expense type,Appropriation type,"Sikkerhedsrep. i Grønland",500,500,500,500,500,<a href="javascript:visAnm('153172131')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsmiljø","Arbejdsmiljø i Grønland",Expense type,Appropriation type,"Grønlands Arbejdsmiljøråd",200,300,300,300,300,<a href="javascript:visAnm('153172131')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsmarkedets parters arbejdsmiljøindsats","Sekretariat for Arbejdsmiljørådet",Expense type,Appropriation type,"Sekretariat for Arbejdsmiljørådet",4800,5800,4600,4600,4600,<a href="javascript:visAnm('153172212')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsmarkedets parters arbejdsmiljøindsats","Udvikling og forsøg, AMR",Expense type,Appropriation type,"Arbejdsmiljørådets udviklingsmidler",1200,0,0,0,0,<a href="javascript:visAnm('153172213')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsmarkedets parters arbejdsmiljøindsats","Udvikling og forsøg, AMR",Expense type,Appropriation type,"Forsknings- og forsøgsaktiviteter",0,5800,4600,4600,4600,<a href="javascript:visAnm('153172213')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsmarkedets parters arbejdsmiljøindsats","Videncenter",Expense type,Appropriation type,"Videncenter",4900,5800,4700,4700,4700,<a href="javascript:visAnm('153172214')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsmarkedets parters arbejdsmiljøindsats","Tilskud til branchearbejdsmiljøråd",Expense type,Appropriation type,"Tilskud til administration mv.",36900,40300,32300,32300,32300,<a href="javascript:visAnm('153172220')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsskader og erstatninger","Arbejdsskadestyrelsen",Expense type,Appropriation type,"Arbejdsskadesager og private erstatningssager",400,0,0,0,0,<a href="javascript:visAnm('153172301')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsskader og erstatninger","Arbejdsskadestyrelsen",Expense type,Appropriation type,"Myndighedsopgaver",9200,9000,10000,11000,10800,<a href="javascript:visAnm('153172301')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsskader og erstatninger","Arbejdsskadestyrelsen",Expense type,Appropriation type,"Koncern digital udvikling",5000,4800,4500,4300,4200,<a href="javascript:visAnm('153172301')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsskader og erstatninger","Arbejdsskadestyrelsen",Expense type,Appropriation type,"Klagesagsbehandling",24300,23500,25300,24700,24300,<a href="javascript:visAnm('153172301')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsskader og erstatninger","Arbejdsskadestyrelsen",Expense type,Appropriation type,"Center for arbejdsskader",1700,1700,1700,1700,1700,<a href="javascript:visAnm('153172301')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsskader og erstatninger","Erstatning",Expense type,Appropriation type,"Erstatn. m.v. t. stat. tj.mænd og arbejdere",19500,22800,16700,15200,14200,<a href="javascript:visAnm('153172311')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsskader og erstatninger","Forskellige erstatninger mv.",Expense type,Appropriation type,"Erstatning til LSD-behandlede",200,200,200,200,200,<a href="javascript:visAnm('153172312')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsskader og erstatninger","Forskellige erstatninger mv.",Expense type,Appropriation type,"Erstatning",2100,3200,3200,3200,3200,<a href="javascript:visAnm('153172312')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsskader og erstatninger","Forskellige erstatninger mv.",Expense type,Appropriation type,"Refusion",500,400,400,400,400,<a href="javascript:visAnm('153172312')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsskader og erstatninger","Forskellige erstatninger mv.",Expense type,Appropriation type,"Erstatning",9500,14200,14400,14400,14400,<a href="javascript:visAnm('153172312')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsskader og erstatninger","Forskellige erstatninger mv.",Expense type,Appropriation type,"Erstatning",15200,15300,15500,15500,15500,<a href="javascript:visAnm('153172312')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsskader og erstatninger","Forskellige erstatninger mv.",Expense type,Appropriation type,"Erstatninger mv.",8400,6600,6700,6700,6700,<a href="javascript:visAnm('153172312')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsskader og erstatninger","Skadelidte værnepligtige m.fl.",Expense type,Appropriation type,"Forsørgelse og erstatninger mv.",7500,7200,7600,7300,7300,<a href="javascript:visAnm('153172313')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsskader og erstatninger","Tilskadekomne",Expense type,Appropriation type,"Erstatninger mv. til tilskadekomne",6200,6000,6200,6200,6200,<a href="javascript:visAnm('153172322')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsskader og erstatninger","Tilskadekomne",Expense type,Appropriation type,"Nedsættelse",100,100,100,100,100,<a href="javascript:visAnm('153172322')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsskader og erstatninger","Besættelsestidens ofre",Expense type,Appropriation type,"Erstatninger mv.",231300,207400,174600,148900,126300,<a href="javascript:visAnm('153172331')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmiljø","Arbejdsskader og erstatninger","Hædersgaver",Expense type,Appropriation type,"Hædersgaver",53500,30600,26200,22900,20000,<a href="javascript:visAnm('153172332')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Fællesudgifter","Styrket kontrol med soc.ydl. EU/EØS",Expense type,Appropriation type,"Styrket kontrol med soc.ydel. EU/EØS",0,0,7000,10000,10000,<a href="javascript:visAnm('153173108')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Fællesudgifter","Administration af forsikringsordninger",Expense type,Appropriation type,"Administration af forsikringsordninger",3900,3600,3600,3600,3600,<a href="javascript:visAnm('153173109')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Fællesudgifter","ATP-bidrag for modtagere af dagpenge",Expense type,Appropriation type,"ATP-indbetaling",490100,455300,400800,387300,365600,<a href="javascript:visAnm('153173124')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Fællesudgifter","ATP-bidrag for modtagere af dagpenge",Expense type,Appropriation type,"Efterregulering",146900,54200,58300,0,0,<a href="javascript:visAnm('153173124')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Fællesudgifter","ATP-bidrag for modtagere",Expense type,Appropriation type,"ATP-bidrag",0,26200,45200,9700,0,<a href="javascript:visAnm('153173125')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Fællesudgifter","ATP-bidrag for modtagere af kontanthjælp",Expense type,Appropriation type,"ATP-bidrag af kontanthjælp og uddannelseshjæl",187900,102400,140100,136000,133300,<a href="javascript:visAnm('153173128')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Fællesudgifter","ATP-bidrag for modtagere af sygedagpenge",Expense type,Appropriation type,"Statens refusion af ATP af sygedagpenge",178200,187700,107100,111900,117100,<a href="javascript:visAnm('153173129')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Fællesudgifter","ATP-bidrag for modtagere af sygedagpenge",Expense type,Appropriation type,"Efterregulering i bidrag fra arbejdsgivere",0,15900,0,0,0,<a href="javascript:visAnm('153173129')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Fællesudgifter","ATP-bidrag for modtagere af barselsdagpenge",Expense type,Appropriation type,"Statens refusion af ATP af barselsdagpenge",109000,110200,111500,110800,113200,<a href="javascript:visAnm('153173132')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Fællesudgifter","ATP-bidrag for modtagere af barselsdagpenge",Expense type,Appropriation type,"Efterregulering i bidrag fra arbejdsgivere",0,33900,3500,0,0,<a href="javascript:visAnm('153173132')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Fællesudgifter","ATP-bidrag",Expense type,Appropriation type,"ATP-bidrag ressourceforløbsydelse",700,22700,36400,50000,60500,<a href="javascript:visAnm('153173134')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Fællesudgifter","ATP-bidrag modtagere ressourceforløbsydelse",Expense type,Appropriation type,"Statens refusion af ATP",0,0,18100,17300,17300,<a href="javascript:visAnm('153173135')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Fællesudgifter","Berigtigelser vedr. refusion af komm. udgift.",Expense type,Appropriation type,"Berigtigelser",57600,0,0,0,0,<a href="javascript:visAnm('153173141')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Fællesudgifter","Medlemsbidrag fra arbejdsløshedskasser",Expense type,Appropriation type,"Tilbagebetaling af efterlønsbidrag",4700,0,0,0,0,<a href="javascript:visAnm('153173151')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Arbejdsløshedsdagpenge","Dagpenge ved arbejdsløshed",Expense type,Appropriation type,"Statsanerk. arb.løshedskasser, dagp.udgifter",19730500,17681700,16645900,16224000,15071200,<a href="javascript:visAnm('153173201')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Arbejdsløshedsdagpenge","Feriedagpenge",Expense type,Appropriation type,"Feriedagpenge",1048800,1176900,836400,761100,720200,<a href="javascript:visAnm('153173202')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Arbejdsløshedsdagpenge","Lån til uddannelsesløft",Expense type,Appropriation type,"Lån til uddannelsesløft",0,0,3200,4200,1700,<a href="javascript:visAnm('153173203')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Arbejdsløshedsdagpenge","Lån til uddannelsesløft",Expense type,Appropriation type,"Lån til uddannelsesløft adm. SAM",0,0,0,6500,2300,<a href="javascript:visAnm('153173203')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Arbejdsløshedsdagpenge","Forrentning af lån til uddannelsesløft",Expense type,Appropriation type,"Forrentning af genudlån",0,0,100,100,400,<a href="javascript:visAnm('153173204')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Arbejdsløshedsdagpenge","Tab på lån til uddannelsesløft",Expense type,Appropriation type,"Tab på lån til uddannelsesløft",0,0,0,100,100,<a href="javascript:visAnm('153173205')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Arbejdsløshedsdagpenge","Midlertidig arbejdsmarkedsydelse",Expense type,Appropriation type,"Midlertidig arbejdsmarkedsydelse",0,765100,1371300,297600,0,<a href="javascript:visAnm('153173212')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Kontanthjælp mv.","Kontanthjælp og uddannelseshjælp",Expense type,Appropriation type,"Kontanthjælp",3727200,2823400,2904100,2923600,2832600,<a href="javascript:visAnm('153173501')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Kontanthjælp mv.","Kontanthjælp og uddannelseshjælp",Expense type,Appropriation type,"Kontanthjælp med 50 pct. refusion",973700,615700,733100,744500,741700,<a href="javascript:visAnm('153173501')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Kontanthjælp mv.","Kontanthjælp og uddannelseshjælp",Expense type,Appropriation type,"Kontanthjælp med 30 pct. refusion",1080000,879300,630100,657800,675700,<a href="javascript:visAnm('153173501')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Kontanthjælp mv.","Kontanthjælp og uddannelseshjælp",Expense type,Appropriation type,"Uddannelseshjælp",0,828600,701800,689700,639600,<a href="javascript:visAnm('153173501')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Kontanthjælp mv.","Kontanthjælp og uddannelseshjælp",Expense type,Appropriation type,"Uddannelseshjælp med 50 pct. refusion",0,205700,224500,215500,211400,<a href="javascript:visAnm('153173501')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Kontanthjælp mv.","Kontanthjælp og uddannelseshjælp",Expense type,Appropriation type,"Uddannelseshjælp med 30 pct refusion",0,216000,354500,357500,356000,<a href="javascript:visAnm('153173501')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Kontanthjælp mv.","Særlig støtte til modtagere af kontanthjælp",Expense type,Appropriation type,"Særlig støtte aktive perioder 50 pct.",13600,13600,15700,15700,15700,<a href="javascript:visAnm('153173505')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Kontanthjælp mv.","Særlig støtte til modtagere af kontanthjælp",Expense type,Appropriation type,"Særlig støtte aktive perioder 30 pct.",14900,12700,16400,16400,16400,<a href="javascript:visAnm('153173505')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Kontanthjælp mv.","Særlig støtte til modtagere af kontanthjælp",Expense type,Appropriation type,"Særlig støtte passive perioder 30 pct.",67200,65300,76600,76600,76600,<a href="javascript:visAnm('153173505')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Kontanthjælp mv.","Ressourceforløbsydelse",Expense type,Appropriation type,"Refusion af ressourceforløbsydelse",28300,431200,664600,937300,1142500,<a href="javascript:visAnm('153173506')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Kontanthjælp mv.","Ressourceforløbsydelse",Expense type,Appropriation type,"Refusion af ressourceforløbsydelse",3500,73200,110300,158800,195900,<a href="javascript:visAnm('153173506')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Kontanthjælp mv.","Ressourceforløbsydelse",Expense type,Appropriation type,"Refusion af ressourceforløbsydelse",0,0,157500,157500,157500,<a href="javascript:visAnm('153173506')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Kontanthjælp mv.","Ressourceforløbsydelse",Expense type,Appropriation type,"Refusion af ressourceforløbsydelse",0,0,25900,25900,25900,<a href="javascript:visAnm('153173506')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Kontanthjælp mv.","Særlig uddannelsesydelse",Expense type,Appropriation type,"Særlig uddannelsesydelse med 50 pct. refusion",163400,36200,0,0,0,<a href="javascript:visAnm('153173507')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Kontanthjælp mv.","Særlig uddannelsesydelse",Expense type,Appropriation type,"Særlig uddannelsesydelse med 30 pct. refusion",266700,52500,0,0,0,<a href="javascript:visAnm('153173507')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Kontanthjælp mv.","Kontantydelse",Expense type,Appropriation type,"Kontantydelse med 50 pct. refusion",0,0,4200,85800,42600,<a href="javascript:visAnm('153173508')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Kontanthjælp mv.","Kontantydelse",Expense type,Appropriation type,"Kontantydelse med 30 pct. refusion",0,0,1000,21300,10600,<a href="javascript:visAnm('153173508')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Dagpenge ved barsel","Dagpenge ved barsel",Expense type,Appropriation type,"Barselsdagpenge",9419900,9512900,9789900,9724500,9932700,<a href="javascript:visAnm('153173701')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Dagpenge ved barsel","Orlov til pasning af syge børn",Expense type,Appropriation type,"Dagpenge ved pasning af syge børn",18600,18900,21700,21300,21300,<a href="javascript:visAnm('153173711')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Dagpenge ved sygdom","Dagpenge ved sygdom",Expense type,Appropriation type,"Sygedagpenge med 100 pct. refusion",2040600,2088700,1745500,1777100,1849400,<a href="javascript:visAnm('153173801')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Dagpenge ved sygdom","Dagpenge ved sygdom",Expense type,Appropriation type,"Sygedagpenge med 50 pct. refusion",665000,679500,750500,765500,794100,<a href="javascript:visAnm('153173801')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Dagpenge ved sygdom","Dagpenge ved sygdom",Expense type,Appropriation type,"Sygedagpenge med 30 pct. refusion",1762000,1853300,1248200,1271100,1321500,<a href="javascript:visAnm('153173801')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Dagpenge ved sygdom","Dagpenge ved sygdom",Expense type,Appropriation type,"Sygedagpenge med 50 pct. ref, aktivering",627900,629400,377600,381800,393700,<a href="javascript:visAnm('153173801')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Integrationsområdet","Kontanthjælp ifm. integrationsprogrammet",Expense type,Appropriation type,"Kontanthjælp ifm. integrationsprogrammet",349600,487100,1107700,1381100,1273600,<a href="javascript:visAnm('153173901')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Integrationsområdet","Kontanthjælp ifm. integrationsprogrammet",Expense type,Appropriation type,"Refusion af udgifter til integrationsprogram",509200,0,0,0,0,<a href="javascript:visAnm('153173901')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Integrationsområdet","Danskuddannelse",Expense type,Appropriation type,"Tilskud til danskuddannelse",107100,0,0,0,0,<a href="javascript:visAnm('153173902')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Integrationsområdet","Aktive tilbud og danskuddannelse",Expense type,Appropriation type,"Aktive tilbud under introduktionsforløbet",0,3300,1100,1000,1000,<a href="javascript:visAnm('153173903')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Integrationsområdet","Aktive tilbud og danskuddannelse",Expense type,Appropriation type,"Introdansk",0,47700,115800,169800,194900,<a href="javascript:visAnm('153173903')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Integrationsområdet","Aktive tilbud og danskuddannelse",Expense type,Appropriation type,"Ordinær dansk for udlændinge",0,251500,212500,140200,106200,<a href="javascript:visAnm('153173903')">Se anmærkninger,link</a>,
