Portfolio,Department/Agency,Outcome,Program,Expense type,Appropriation type,Description,2013-14,2014-15,2015-16,2016-17,2017-18,Source document,Source table,URL
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Integrationsområdet","Aktive tilbud og danskuddannelse",Expense type,Appropriation type,"Aktive tilbud under integrationsprogrammet",0,99100,183700,207300,193900,<a href="javascript:visAnm('153173904')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Integrationsområdet","Aktive tilbud og danskuddannelse",Expense type,Appropriation type,"Ordinær dansk for udlændinge",0,267000,420500,507200,498600,<a href="javascript:visAnm('153173904')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsrelateret forsørgelse","Integrationsområdet","Resultattilskud",Expense type,Appropriation type,"Resultattilskud",146000,171300,169000,248500,304900,<a href="javascript:visAnm('153173905')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Fællesudgifter","Styrelsen for Arbejdsmarked og Rekruttering",Expense type,Appropriation type,"Almindelig virksomhed",133800,188400,272400,265100,258800,<a href="javascript:visAnm('153174101')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Fællesudgifter","Styrelsen for Arbejdsmarked og Rekruttering",Expense type,Appropriation type,"International rekruttering",0,4800,10800,11300,11100,<a href="javascript:visAnm('153174101')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Fællesudgifter","Styrelsen for Arbejdsmarked og Rekruttering",Expense type,Appropriation type,"Workindenmark-centre",0,0,21000,20500,20100,<a href="javascript:visAnm('153174101')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Fællesudgifter","Styrelsen for Arbejdsmarked og Rekruttering",Expense type,Appropriation type,"Specialfunktion for Job og Handicap",0,0,3600,3500,3400,<a href="javascript:visAnm('153174101')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Fællesudgifter","Det statslige beskæftigelsessystem",Expense type,Appropriation type,"Beskæftigelsesregioner",115200,97200,0,0,0,<a href="javascript:visAnm('153174111')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Fællesudgifter","Det statslige beskæftigelsessystem",Expense type,Appropriation type,"Specialfunktioner",0,3700,0,0,0,<a href="javascript:visAnm('153174111')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Fællesudgifter","Det statslige beskæftigelsessystem",Expense type,Appropriation type,"Workindenmark-centre",0,21200,0,0,0,<a href="javascript:visAnm('153174111')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Fællesudgifter","Beskæftigelsesrettede aktiviteter",Expense type,Appropriation type,"Beskæftigelsesrettede aktiviteter",31500,37500,0,0,0,<a href="javascript:visAnm('153174112')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Fællesudgifter","Beskæftigelsesrettede aktiviteter",Expense type,Appropriation type,"Central pulje særlig beskæftigelsesindsats",2300,3200,3300,3300,3300,<a href="javascript:visAnm('153174112')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Fællesudgifter","Beskæftigelsesrettede aktiviteter",Expense type,Appropriation type,"Evaluering m.m.",700,1000,0,0,0,<a href="javascript:visAnm('153174112')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Fællesudgifter","Virksomhedsrettet og tættere kontakt",Expense type,Appropriation type,"Pulje til virksomhedsrettet, tættere kontak",49100,0,0,0,0,<a href="javascript:visAnm('153174122')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Fællesudgifter","Validering af atypisk sygefravær",Expense type,Appropriation type,"Validering af atypisk sygefravær",8100,6600,5300,5200,5000,<a href="javascript:visAnm('153174131')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Fællesudgifter","Oplysninger fra Indkomstregister",Expense type,Appropriation type,"Oplysninger fra Indkomstregister",500,2000,2000,2000,2000,<a href="javascript:visAnm('153174132')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Refusion af driftsudgifter ved aktivering",Expense type,Appropriation type,"Refusion af driftsudgifter ved aktivering",2418400,0,0,0,0,<a href="javascript:visAnm('153174602')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Refusion af driftsudgifter",Expense type,Appropriation type,"Dagpenge-, kontanthjælps-",0,1462700,1357500,1376300,1365800,<a href="javascript:visAnm('153174603')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Refusion af driftsudgifter",Expense type,Appropriation type,"Refusion af driftsudgifter ressourceforløb",3000,195600,207400,293100,358500,<a href="javascript:visAnm('153174604')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Refusion af driftsudgifter",Expense type,Appropriation type,"Refusion af mentorudgifter",0,21300,47800,62000,72700,<a href="javascript:visAnm('153174604')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Refusion af driftsudgifter",Expense type,Appropriation type,"Refusion driftsudgifter jobafklaringsforløb",0,0,113700,107900,107900,<a href="javascript:visAnm('153174604')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Refusion af driftsudgifter",Expense type,Appropriation type,"Refusion mentorudgifter jobafklaringsforløb",0,0,15900,15100,15100,<a href="javascript:visAnm('153174604')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Driftsudgifter ved uddannelsesordning",Expense type,Appropriation type,"Driftsudgifter ved uddannelsesordning",102800,30100,0,0,0,<a href="javascript:visAnm('153174605')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Driftsudgifter ved den midlertidige",Expense type,Appropriation type,"Driftsudgifter ved den midleritidig",0,18800,14000,3000,0,<a href="javascript:visAnm('153174606')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Refusion af driftsudgifter",Expense type,Appropriation type,"Modtagere af revalideringsydelse",0,632700,539200,541300,550000,<a href="javascript:visAnm('153174607')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Indsats ved større afskedigelser",Expense type,Appropriation type,"Indsats ved større afskedigelser",4400,11800,11800,11700,11300,<a href="javascript:visAnm('153174614')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Indsats ved større afskedigelser",Expense type,Appropriation type,"Supplerende varslingsindsats",0,10000,10100,10100,10100,<a href="javascript:visAnm('153174614')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Regionale puljer til en aktiv beskæftigelse",Expense type,Appropriation type,"Regional pulje til jobrettet opkvalificering",2200,21200,0,0,0,<a href="javascript:visAnm('153174616')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Regionale puljer til en aktiv beskæftigelse",Expense type,Appropriation type,"Regional pulje til jobrettet opkvalificering",26200,20600,0,0,0,<a href="javascript:visAnm('153174616')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Regionale puljer til en aktiv beskæftigelse",Expense type,Appropriation type,"Regional pulje til opkvalificerende læse",6600,0,0,0,0,<a href="javascript:visAnm('153174616')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Regionale puljer til en aktiv beskæftigelse",Expense type,Appropriation type,"Intensive jobformidlingsforløb",28400,0,0,0,0,<a href="javascript:visAnm('153174616')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Uddannelsespulje",Expense type,Appropriation type,"Uddannelsespulje",0,0,65300,0,0,<a href="javascript:visAnm('153174617')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Refusion af hjælpemidler mv.",Expense type,Appropriation type,"Forsikrede ledige og forsikrede beskæftigede",13000,12000,12400,12400,12400,<a href="javascript:visAnm('153174618')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Refusion af hjælpemidler mv.",Expense type,Appropriation type,"Ikke-forsikrede ledige og beskæftigede",52500,58500,49200,50500,49000,<a href="javascript:visAnm('153174618')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Refusion",Expense type,Appropriation type,"Refusion af driftsudgifter ved aktivering af",9700,9100,12700,12700,12700,<a href="javascript:visAnm('153174621')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Særlig indsats for unge",Expense type,Appropriation type,"Opkvalificerende læse-, skrive- og regnekurse",3200,0,0,0,0,<a href="javascript:visAnm('153174627')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Særlig indsats for unge",Expense type,Appropriation type,"Erhvervsrettet kompetenceudvikling akademiker",100,0,0,0,0,<a href="javascript:visAnm('153174627')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Mentorordning",Expense type,Appropriation type,"Mentorordning for personer i aktivering m.fl.",324800,418400,355800,355900,353400,<a href="javascript:visAnm('153174628')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Styrket indsats, ledige ordblinde mfl.",Expense type,Appropriation type,"Styrket indsats for ledige ordblinde mfl.",5700,0,0,0,0,<a href="javascript:visAnm('153174630')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Befordringsgodtgørelse",Expense type,Appropriation type,"Befordringsgodtgørelse",21700,27100,24600,22300,21500,<a href="javascript:visAnm('153174632')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Jobpræmie for akutjob til ledige",Expense type,Appropriation type,"Jobpræmie til private arbejdsgivere",2200,36700,0,0,0,<a href="javascript:visAnm('153174633')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Jobpræmie for akutjob til ledige",Expense type,Appropriation type,"Jobpræmie til offentlige arbejdsgivere",1500,53800,0,0,0,<a href="javascript:visAnm('153174633')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Uddannelsesløft",Expense type,Appropriation type,"Regional uddannelsespulje",0,0,81200,81200,81200,<a href="javascript:visAnm('153174641')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Uddannelsesløft",Expense type,Appropriation type,"Pulje til uddannelsesløft",0,0,54000,137300,132800,<a href="javascript:visAnm('153174641')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Kompudvikling og effekteva af besindsats",Expense type,Appropriation type,"Pulje til kompetence jobkons",0,0,25400,25400,25400,<a href="javascript:visAnm('153174642')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Kompudvikling og effekteva af besindsats",Expense type,Appropriation type,"Eval af særlig indsats for ledige i risiko",0,0,3100,0,0,<a href="javascript:visAnm('153174642')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Kompudvikling og effekteva af besindsats",Expense type,Appropriation type,"Evaluering af uddannelsesinitiativer",0,0,0,1000,1000,<a href="javascript:visAnm('153174642')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Styrket indsats for ledige",Expense type,Appropriation type,"Pulje til ledige med særlige udfordringer",0,0,20300,20300,20300,<a href="javascript:visAnm('153174643')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Styrket indsats for ledige",Expense type,Appropriation type,"Pulje til forsøg med kombinationsforløb",0,0,10200,0,0,<a href="javascript:visAnm('153174643')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Styrket indsats for ledige",Expense type,Appropriation type,"Pulje til særlig indsats til ledige o. 50 år",0,0,10200,10200,10200,<a href="javascript:visAnm('153174643')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Styrket indsats for ledige",Expense type,Appropriation type,"Pulje til kurser der overstiger 6 ugers jobre",0,0,5100,5100,5100,<a href="javascript:visAnm('153174643')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Styrket indsats for ledige",Expense type,Appropriation type,"Pulje til særlig indsats for ledige i risiko",0,0,7100,5100,0,<a href="javascript:visAnm('153174643')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Refusion",Expense type,Appropriation type,"Forsikrede ledige",771700,453500,340200,297400,290200,<a href="javascript:visAnm('153174651')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Refusion",Expense type,Appropriation type,"Forsikrede ledige hos private arbejdsgivere",168700,133100,169400,164900,160800,<a href="javascript:visAnm('153174651')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Refusion",Expense type,Appropriation type,"Kontanthjælpsmodtagere m.fl.",500900,336600,251500,242800,231100,<a href="javascript:visAnm('153174651')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Refusion",Expense type,Appropriation type,"Udfaldstruede ledige i den særlige uddannelse",2800,3800,0,0,0,<a href="javascript:visAnm('153174651')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Refusion",Expense type,Appropriation type,"Udfaldstruede ledige vedrørende midlertidige",0,23200,122000,26100,0,<a href="javascript:visAnm('153174651')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Refusion",Expense type,Appropriation type,"Udfaldstruede ledige vedrørende kontantydelse",0,0,1300,25900,12800,<a href="javascript:visAnm('153174651')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Løntilskud ved uddannelsesaftaler",Expense type,Appropriation type,"Uddannelsesaftaler",195400,225100,246500,256300,228800,<a href="javascript:visAnm('153174653')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Refusion af løntilskud",Expense type,Appropriation type,"Løntilskud til modtagere af sygedagpenge",1000,900,1000,1000,1000,<a href="javascript:visAnm('153174661')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Refusion af løntilskud",Expense type,Appropriation type,"Refusion af løntilskud",100,6000,9600,13400,16100,<a href="javascript:visAnm('153174661')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Jobpræmie",Expense type,Appropriation type,"Jobpræmie til enlige forsørgere",5100,0,0,0,0,<a href="javascript:visAnm('153174663')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Jobpræmie",Expense type,Appropriation type,"Jobpræmie for kontanthjælpsmodtagere",39100,53900,0,0,0,<a href="javascript:visAnm('153174663')">Se anmærkninger,link</a>,
"Beskæftigelsesministeriet","Arbejdsmarkedsservice","Aktiv beskæftigelsesindsats","Udvikling af indsatsen for sygemeldte",Expense type,Appropriation type,"Udvikling af indsatsen for sygemeldte",0,0,15000,15000,15000,<a href="javascript:visAnm('153174666')">Se anmærkninger,link</a>,
